Taxon
Acer campestre
Acer ginnala
Acer rubrum
Acer rubrum var. rubrum
Acer saccharinum
Adiantum raddianum
Adlumia fungosa
Aegilops cylindrica
Aegilops tauschii
Aethusa cynapium
Agrostemma githago
Allium cepa
Allium sativum
Allium scorodoprasum
Allium x proliferum
Alopecurus myosuroides
Amaranthus cruentus
Amaranthus hypochondriacus
Amaranthus rudis
Amberboa moschata
Ambrosia trifida
Amsinckia tesselata
Anarrhinum bellidifolium
Anthyllis vulneraria
Antirrhinum majus
Arabis caucasica
Arachis hypogaea
Aralia elata
Argemone mexicana
Aristida oligantha
Artemisia annua
Artemisia scoparia
Artemisia stelleriana
Arundinaria humilis
Asclepias ovalifolia
Asperula arvensis
Asplenium scolopendrium
Astilbe chinensis
Astragalus flexuosus
Astragalus trichopodus var. lonchus
Aucuba japonica
Avena barbata
Barbarea intermedia
Berberis darwinii
Beta vulgaris
Bidens pilosa
Brassica oleracea
Briza media
Bromus arvensis
Bromus erectus
Bromus lanceolatus
Bromus rubens
Bryonia dioica
Bupleurum rotundifolia
Buxus sempervirens
Calendula arvensis
Calystegia pubescens
Camissonia bistorta
Camissonia micrantha
Campanula glomerata
Campanula porscharskyana
Campanula trachelium
Cannabis sativa
Carduus crispus
Carex flacca
Carex frankii
Carex hirta
Carex testacea
Castanea dentata
Catalpa speciosa
Caylusea abyssinica
Celastrus scandens
Centaurea calcitrapa
Centaurea dealbata
Centaurea macrocephala
Centaurea solstitialis
Chaenomeles speciosa
Chaerophyllum temulentum
Chamaesyce nutans
Chamaesyce serpens
Chamaesyce vermiculata
Chenopodium ambrosioides
Chenopodium hybridum
Chenopodium opulifolium
Chenopodium probstii
Chionodoxa forbesii
Chionodoxa luciliae
Cicer arietinum
Citrullus lanatus
Cladanthus mixtus
Clarkia arcuata
Colutea arborescens
Consolida orientalis
Conyza bonariensis
Coreopsis tinctoria var. tinctoria
Coreopsis verticillata
Coriandrum sativum
Corynephorus canescens
Cosmos bipinnatus
Cotoneaster crispii
Cotoneaster dielsianus
Cotoneaster hjelmqvistii
Cotoneaster hybridus pendulus
Cotoneaster lacteus
Cotoneaster qungbixiensis
Cotoneaster salicifolius
Cotoneaster sternianus
Cotoneaster tengyuehensis
Cotoneaster x crispii
Cotoneaster x suecicus 
Cotoneaster x watereri
Cotula australis
Crataegus phaenopyrum
Crepis biennis
Crepis setosa
Crocus tommasinianus
Crocus vernus
Cryptantha intermedia
Cucumis melo
Cucurbita pepo
Cycloloma atriplicifolium
Cydonia oblonga
Cynara cardunculus subsp. cardunculus
Cynara scolymus
Cyperus acuminatus
Cyperus eragrostis
Cyperus retrorsus
Cytisus monspessulanus
Cytisus multiflorus
Cytisus villosus
Daboecia cantabrica
Datura wrightii
Deutzia scabra 'Plena'
Dianthus gratianopolitanus
Digitalis grandiflora
Digitalis lanata
Digitalis lutea
Diplotaxis muralis
Dipsacus laciniatus
Doronicum orientale
Doronicum x plantagineum
Dracopis amplexicaulis
Echinops exaltatus
Ehrharta erecta
Elaeagnus multiflora
Elaeagnus umbellata
Eleocharis compressa
Eleocharis compressa var. compressa
Eleocharis tenuis
Eleocharis tenuis var. verrucosa
Eleusine indica
Elodea callitrichoides
Elymus dahuricus var. dahuricus
Epilobium glareosum
Epilobium komarovianum
Eragrostis curvula
Eragrostis tef
Erechtites hieraciifolia
Erica cinerea
Erodium moschatum
Eruca vesicaria subsp. sativa
Eryngium giganteum
Erysimum repandum
Eupatorium altissimum
Euphorbia characias subsp. wulfenii
Euphorbia marginata
Euphorbia oblongata
Euphorbia serrulata
Euphorbia vermiculata
Eutrochium maculatum var. maculatum
Fagopyrum tataricum
Fallopia baldschuanica
Fallopia dumetorum
Festuca cinerea
Filipendula ulmaria
Filipendula vulgaris
Forsythia x intermedia
Fraxinus excelsior
Galeopsis speciosa
Galium divaricatum
Galium murale
Gamochaeta pensylvanica
Gaura lindheimeri
Gaura mollis
Genista pilosa
Genista sagittalis
Geranium columbinum
Geranium macrorrhizum
Geranium pratense
Geranium pyrenaicum
Geranium sanguineum
Geranium sibiricum
Gilia achilleifolia
Glandularia x hybrida
Guizotia abyssinica
Gunnera tinctoria
Gypsophila elegans
Gypsophila muralis
Hedera colchica
Helianthus petiolaris
Helianthus petiolaris subsp. petiolaris
Helianthus x laetiflorus
Heliopsis helianthoides
Heliopsis helianthoides var. scabra
Hemerocallis fulva
Heracleum sphondylium
Herniaria glabra
Heterotheca subaxillaris
Heterotheca subaxillaris subsp. subaxillaris
Hibiscus trionum
Hieracium inops
Hieracium lactucella
Hippophae rhamnoides
Hydrocotyle sibthorpioides
Hylotelephium erythrostictum
Hylotelephium telephioides
Hylotelephium telephium
Hypericum canadense
Hypericum humifusum
Hypericum kouytchense
Hypericum tetrapterum
Iberis sempervirens
Ilex x altaclerensis
Illecebrum verticillatum
Ionopsidium acaule
Ipomoea hederacea
Ipomoea purpurea
Iris germanica
Iris versicolor
Isolepis pseudosetacea
Jasione montana
Jovibarba globifera
Juglans regia
Kickxia spuria
Kolkwitzia amabilis
Lamium maculatum
Lavandula angustifolia
Lens culinaris
Leonurus quinquelobatus
Leptochloa fusca
Leptochloa fusca subsp. uninervia
Leucanthemella serotina
Levisticum officinale
Liatris punctata
Ligustrum amurense
Lilium lancifolium
Limnanthes douglasii
Linaria maroccana
Linaria pinifolia
Lobelia erinus
Lobelia siphalitica
Lolium persicum
Lonicera acuminata
Lonicera caprifolium
Lonicera morrowii
Lonicera xylosteum
Lupinus angustifolius
Lupinus depressus
Lupinus formusus
Lupinus luteus
Lupinus nanus subsp. nanus
Luzula nivea
Lycopersicon esculentum
Lysimachia verticillaris
Lythrum alatum
Malus baccata
Malus hupehensis
Malus prunifolia
Malva alcea
Malva verticillata
Matthiola incana
Medicago minima
Melilotus indica
Melilotus sulcatus
Mentha cervina
Mentha longifolia
Mentha longifolia subsp. longifolia
Mentha requienii
Mibora minima
Micromeria graeca
Micromeria graeca subsp. fruticulosa
Minuartia macrocarpa
Miscanthus sinensis
Miscanthus sinensis
Misopates orontium
Molinia caerulea
Narcissus x incomparabilis
Nassella tenuissima
Nicandra physalodes
Nicotiana alata
Nicotiana langsdorffii
Nicotiana quadrivalvis
Nicotiana rustica
Nicotiana sylvestris
Nigella damascena
Nonea vesicaria
Nothoscordum bivalve
Nymphaea x marliacea
Oenothera curtiflora
Oenothera macrocarpa subsp. macrocarpa
Oenothera stricta subsp. stricta
Ophioglossum petiolatum
Origanum heracleoticum
Ornithopus perpusillus
Oxalis debilis var. corymbosa
Oxalis exilis
Papaver atlanticum
Papaver orientale
Parietaria hespera
Parietaria hespera var. hespera
Paspalum dilatatum
Pennisetum alopecuroides
Perilla frutescens var. crispa
Perilla frutescens var. frutescens
Perovskia atriplicifolia
Persicaria orientalis
Persicaria perfoliata
Petrorhagia nanteuilii
Petroselinum crispum
Petunia x atkinsiana
Phacelia tanacetifolia
Phalaris arundinacea var. picta
Phalaris minor
Phaseolus vulgaris
Phyllostachys aurea
Physalis alkekengi
Physalis grisea
Physalis longifolia var. longifolia
Physalis peruviana
Physalis pubescens
Phytolacca americana
Picris echioides
Pinus sylvestris
Pisum sativum
Plantago aristata
Plantago ovata
Polygala vulgaris
Polygonum perfoliatum
Polypogon fugax
Polypogon viridis
Pontederia cordata
Populus alba
Populus grandidentata
Populus tremula
Populus x canescens
Potentilla reptans
Potentilla verna
Prunus domestica
Prunus lusitanica
Prunus persica
Prunus persica var. persica
Pseudognaphalium luteoalbum
Pseudosasa japonica
Pyracantha fortuneana
Pysalis peruviana
Quercus rubra
Ranunculus arvensis
Ranunculus eschscholtzii var. eximius
Ranunculus flammula var. flammula
Ranunculus hebecarpus
Ranunculus occidentalis var. brevistylis
Ranunculus x heimburgerae
Rapistrum rugosum
Reseda luteola
Reseda odorata
Rhexia virginica
Rhus typhina
Ribes nigrum
Ribes watsonianum
Robinia viscosa
Rorippa austriaca
Rorippa cantoniensis
Rorippa globosa
Rorippa heterophylla
Rorippa indica var.  indica
Rorippa microsperma
Rumex flexuosus
Rumex hydrolapathum
Rumex pseudonatronatus
Rumex rugosus
Rumex x pratensis
Salix cinerea
Salix viminalis
Salix x sepulcralis
Salpichroa origanifolia
Salpiglossis sinuata
Salsola collina
Salvia plebeia
Salvia pratensis
Salvia reflexa
Salvia verticillata
Salvia x sylvestris
Saxifraga granulata
Scabiosa ochroleuca
Schizonepeta tenuifolia
Scilla siberica
Sedum hispanicum
Senecio inaequidens
Senecio leucanthemifolius subsp. vernalis
Senecio x albescens
Setaria verticilliformis
Silene chalcedonica
Silene conoidea
Silene pendula
Solanum carolinense
Solanum tuberosum
Soldanella montana
Sorbaria sorbifolia
Sorbus aria
Sorghum halepense
Spartina pectinata
Spartium junceum
Spinachia oleracea
Spiraea alba
Spiraea alba var. latifolia
Sporobolus neglectus
Symphyotrichum cordifolium
Symphyotrichum cusickii
Symphyotrichum falcatum var. commutatum
Symphyotrichum hendersonii
Symphyotrichum laeve var. laeve
Symphyotrichum lanceolatum var. lanceolatum
Symphyotrichum lanceolatum subsp. lanceolatum var. lanceolatum
Symphyotrichum lateriflorum
Symphyotrichum novae-angliae
Symphyotrichum novi-belgii
Symphyotrichum praealtum
Symphyotrichum x columbianum
Symphytum ibericum
Tamarix parviflora
Tamarix ramosissima
Tanecetum balsamita
Taxus baccata
Teline monspessulana
Teucrium scorodonia
Thlaspi macrophyllum
Thymus serpyllum
Tilia platyphyllos
Torilis nodosa
Trachyspermum ammi
Trifolium fucatum
Trifolium resupinatum
Trigonella caerulea
Trigonotis peduncularis
Tropaeolum majus
Ulmus rubra
Verbascum chaixii L
Verbascum lychnitis
Verbascum nigrum
Verbena bonariensis
Verbena officinalis
Verbena urticifolia
Verbena urticifolia var. urticifolia
Veronica agrestis
Veronica austriaca
Veronica austriaca subsp. vahlii
Viburnum lantana
Viburnum plicatum
Viburnum tinus
Viola riviniana
Viola x wittrockiana
Vitis riparia
Vitis vinifera
Wisteria chinensis
Xanthium spinosum
Yucca filamentosa
